Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786984316,8,,Aggregated,3.200000,0.000000,9,11,13,19,96,1200,2400,4200,5900,5900,5900,171,0,9,173.72411871308526,5.440599983558059,5892.964900005609,20.912280701754387
1786984317,8,,Aggregated,3.200000,0.000000,9,11,13,19,96,1200,2400,4200,5900,5900,5900,175,0,9,169.9285445704923,5.440599983558059,5892.964900005609,20.554285714285715
1786984318,8,,Aggregated,3.200000,0.000000,9,11,13,19,110,1200,2400,4200,5900,5900,5900,179,0,9,166.98917318343618,5.440599983558059,5892.964900005609,20.212290502793294
1786984319,8,,Aggregated,3.100000,0.000000,9,11,13,17,96,1100,2400,4200,5900,5900,5900,182,0,9,164.39690824072287,5.440599983558059,5892.964900005609,19.912087912087912
1786984321,8,,Aggregated,3.100000,0.000000,9,11,13,17,96,1100,2400,4200,5900,5900,5900,184,0,9,162.6959331510791,5.440599983558059,5892.964900005609,19.717391304347824
1786984322,8,,Aggregated,3.000000,0.000000,9,11,13,17,96,1100,2400,4200,5900,5900,5900,186,0,9,161.0595419341373,5.440599983558059,5892.964900005609,19.526881720430108
1786984323,8,,Aggregated,2.900000,0.000000,9,10,13,17,96,1100,2400,4200,5900,5900,5900,190,0,9,157.8205989462348,5.440599983558059,5892.964900005609,19.157894736842106
1786984324,8,,Aggregated,2.900000,0.000000,9,10,13,17,94,1100,2400,4200,5900,5900,5900,194,0,9,154.7758695864498,5.440599983558059,5892.964900005609,18.871134020618555
1786984325,8,,Aggregated,2.900000,0.000000,9,10,13,16,94,1100,2400,4200,5900,5900,5900,196,0,9,153.2701637740817,5.440599983558059,5892.964900005609,18.698979591836736
1786984326,8,,Aggregated,2.900000,0.000000,9,11,13,17,96,1100,2400,4200,5900,5900,5900,200,0,9,151.0044639982516,5.440599983558059,5892.964900005609,18.43
1786984327,8,,Aggregated,3.000000,0.000000,9,10,13,16,94,1100,2300,3100,5900,5900,5900,203,0,9,148.88858275655474,5.440599983558059,5892.964900005609,18.251231527093594
1786984328,8,,Aggregated,3.000000,0.000000,9,10,13,16,94,1100,2300,3100,5900,5900,5900,207,0,9,146.21607922518103,5.440599983558059,5892.964900005609,17.93719806763285
1786984329,8,,Aggregated,2.900000,0.000000,9,10,13,15,93,1100,2300,3100,5900,5900,5900,211,0,9,143.5933180072817,5.440599983558059,5892.964900005609,17.635071090047393
1786984330,8,,Aggregated,3.000000,0.000000,9,10,13,15,93,1100,2300,3100,5900,5900,5900,214,0,9,141.71342803551553,5.440599983558059,5892.964900005609,17.41588785046729
1786984331,8,,Aggregated,2.700000,0.000000,9,10,13,15,93,1100,2300,3100,5900,5900,5900,217,0,9,139.85088018245548,5.440599983558059,5892.964900005609,17.202764976958527
1786984332,8,,Aggregated,3.000000,0.000000,8,10,13,15,93,1100,2300,3100,5900,5900,5900,219,0,8,138.63781050031528,5.440599983558059,5892.964900005609,17.06392694063927
1786984333,8,,Aggregated,3.100000,0.000000,8,10,13,14,65,720,2300,3100,5900,5900,5900,221,0,8,137.446322169669,5.440599983558059,5892.964900005609,16.92760180995475
